current_path	size_bytes	sha256	markdown_canvas_reference_count
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-009.png	2500109	27798a84aa648f1933f41f561c417e6244bd4ad9b7143e0a6d7102fde5920ecb	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-010.png	2117083	7bf56560fa7b309ea97c1d2f73e290aa2d2643e693a66b9809a8f7e54eb0186f	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-011.png	2420052	82d35a39770216b489db40324b34274b89284e6fd872b2eb12a0c2321a065d6f	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-012.png	2622513	de99d291b504889077ad6ebc286ab501304f0bd75b4f6aafdf9cfb8ae2ecd8b3	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-013.png	2356854	5fc81443b666078d55e410eff64a73bc7328ce7f5709c95d4a71589c53678347	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-014.png	2166149	0d8d2a39410b2ee402da65306020aac5274830a385dc95203e417e01b9f3b6f1	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-015.png	2123934	7c206df22bb762c46599a2547d86540b8721145b8e3ab419692944def2a61251	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-016.png	2390931	65331d37ac099658be47842a772f5aabf85d2bef6a2da6e982cb58563889e21f	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-017.png	2306146	052aae7599f6c51c0147e8f0edab81faed0b8deda9539a7f2868d4c4c657cb25	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-018.png	2285679	f7a1c653ec40a8ebbc85ba6e561122a83a01596d2a1d646f5984b274ab591a5c	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-019.png	2222655	e3afa62dd81a3e05f5ee7abc2f92eaed266dfc87b1c13eceee8cab7a563d4522	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-020.png	2469777	a1312e4efba565ecb091f8f46eea6160b5e38899e639b3bdbde4a8e32bc67531	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-021.png	2423584	2b437496703fd4f317ea0b89afd0e3fd651aac6f304489b007203f8ad9bca334	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-022.png	2603358	3b31cc8d0f5f2157a93b582eafb22e8c9cc0b142dfdea4330c5858b5699b9afa	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-023.png	2213277	1b9038db96f5d28414c526ae8d913c800b896f5398befc647a0e546ea01774ed	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-024.png	2275747	166de2ee466a7bd7ce35dbe7b6dd35c95e7be640e27e5310a8ed873d60eda925	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-025.png	2339235	2b0804d3061f9b6e3653427622b2c997add9d7a9f859ee0de465aba20b80ada5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-026.png	2361677	bd757ae896669e2048fc117c676b43d1d25c7918ced125e6e9a737590855cb92	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-027.png	2390147	923092b32c880aefa5fe1d1ea99f41b21a23ec726bd59de9a2d9c5509d8c662f	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-028.png	2252973	aba2b5b8d9613fcef47bc5f47a9056a57179e26607e993586c43d51ccb531f2d	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-029.png	2408211	9f75d6655841bd9e465cbe81ba8cdd2b347bafc0ec50ff61374fa4de4e304fe8	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-030.png	2512947	9dfaf5d8db7858b1707079b60bf9b14c6ddbbc4330e96d91e219c047b59bf4ab	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-031.png	2227213	686257944976969b71fd13afda9407652b2f80bceb8e14f72f3db3f0cdf048b8	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-032.png	2342393	b52a817aefadef4b5a719a8e70933d89ab336e848c3dbbf61a45775e7acbff3a	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-033.png	2482419	cc8206da65c04bc1b40d9ba37036c058168deb7fb4577eeeadd4009f7a99f5a0	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-034.png	2448341	2c6b419ac0beeb869d681f3802493c0b694cd5484e7efdc5c3de1421c0d96253	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-035.png	2374874	751aaa91f0fc835b2ee9da4cdcfb5a36e9aa7cd3a19fcf40a4e881c2ebc31320	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-036.png	2514831	ad40f5696c1be056334043a43d8ef5907e765f97ea2bd78e14dd5bb99a0aac43	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-037.png	2071354	ff70d5e607151dfe9019d6bd511772dc3751c6683a4dd9ca82259ce9923f1929	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-038.png	2312719	6ff756b54941bbe6d185711b73461dbecab7b3ae7283ebbdd60b9f5af9e55e1f	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-039.png	2382515	91c90e86fe5262f221b26c0699419a5b63a1188d10dc3572b4e95af0f53c119c	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-040.png	2436933	f08ff198763fde224d0dbacf21b581816d87db17ba69b3b7ceb6b30ff0c224f5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-041.png	2320959	3a821944f49a57e493821bf7c274700a080b219fa5002c7087e13f8da7def252	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-042.png	2304659	b0f009c92570d497c3527ccce90c9fba37b1845d31817c485b89e71724b25e0a	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-043.png	2364573	3d5eb35cdb9c6b45912ce70917fb81e9062835ddb6b862bf3903a06d924e5f7c	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-044.png	2528864	d93e7d76aa8004a1a11239dfb236783f40f7ec407023ab92c5d7c89b9d327dd7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-045.png	2581774	d1800b33250d8f2af67aceb31b0f1cfa8ddda4e25c303cb1e07ca4d9c3d39283	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-046.png	2643045	4e912b4c680f360eb0a8b175120984124799d0dd19e8d2d10906957b8e99dcc5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-047.png	2544260	5b89742cfbe6ce4a68feb51a32f80d57cf27df3b3d6e9d962aadeafe7c30eea7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-048.png	2352436	dc42fd03ed358ca2d0d150f32ad9f3d12e54928183532b1ad6fcbecfd17f9eb1	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-049.png	2511236	22280eafebfa77acddef369a1bf911fef3d130e973206795b5ffa8d1fae7ed18	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-050.png	2197122	c5b93b9ca65832129dbcacc194c0caf8157b1cc8c7f3ad7ecaa03d1be53ea44b	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-051.png	2475008	7a88b4af80c325b4bd195ed8008bb59b7e03e7cbb1e7fe274fe7222f5c2eb7d1	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-052.png	2461390	59151c93106e6fa97c0f46260b6191272b89fe7aadd5b8e24a9390cd3bcc6c85	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-053.png	2580886	fdb69c6180f90f895c9a394ca0412a4870bd9fd016045efb5924e3946a26c68c	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-054.png	2637425	08987bae291304e0cb6a3eae7057276f09f9528ebf1f76554b0802d53fb9cf80	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-055.png	2758589	b97a33e12d0caff448f0e53f9b4e8ecda1c33b1c7eaaa1c5d329c46cadbb76ba	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-056.png	2218494	5067fa034f32964744c150b0ae276aede5400cac0fdbb94392a85b6f3b7152f2	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-057.png	2606554	0bdff1aacdaea546c17e11af758b32c0282fd7f12d799744e0100d570eb5e3be	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-058.png	2285802	dba11fd388093a312f5a3a9120ea96da4552cc460d2268b7aa0a54038857a604	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-059.png	2427487	2e5b3c7d6ffd884c74f2e2cb10102b36f687547a0264dec850d5191a46c01d15	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-060.png	2501215	d67accbd9af5f37d6e86ad9e5592e03206df70c683c62a59b3582a7f1401f955	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-061.png	2502862	d4e051a0b738bed72a54b9a1e2bdcc19da9981695769bebbc543bcc1c497d49d	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-062.png	2686797	62f1967605a4120b03cbe1ba2f634e2bff5fdd070be42e98d7632a68bcda40e4	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-063.png	2744547	0e58ba5abced8f0ac3e99c18100e7b6a991f669311cbaa3de82cd5811f24f73c	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-064.png	2798246	3c7a782a8344639c3ef19eb00116f581f3ba6b568d031b1c512ded44243997f8	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-065.png	2816129	02fd6b44c732e598938c341fc8fecf96f49b476588fdaa9962613fd14893476e	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-066.png	2834720	18255f58df34332c886d2ab0a1e8285989ab9b280d06222a021330c04ad56d4d	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-067.png	2820111	ca4cc2b6a84e9b23c9c8b34fc46e24f4ec2343bd1be20cb1b5377f3ef1790490	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-068.png	2942976	d02fc864982986d3b9ddec3f0823d168cb19bb0b57d4bfc0b4edbd6da86c5287	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-069.png	2509692	2b3f831d174330490cd45fb9820fb1c4e04e7973c284dcddda0f78761921f3c5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-070.png	2567242	726d21d57913aad9b50697306f97ff6a2ef7510f8c9b81575ad7b1a638bebbc3	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-071.png	2456128	f8841ea3ed29b2766948ac2a1bd4ad7e62d95729214f1f03eacae7adbb9aaf23	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-072.png	2280512	de92fe7d9bbe5ebc3b4b6384c3cb940ecb1e8e390b352ec5b4300eefdc648784	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-073.png	2357796	4bff15e4d60bb3f6043ebb88c4b8fd7fbb3d67e9953724423320ea0ac6967ce9	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-074.png	2335274	85824be406911471f8d4e6ca413c2af5f1b0e109a8d6cd2e39351b36f4292f91	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-075.png	2312001	10f302d4fa6f5d73e63ddcdbd7277bfafd72e67ea74e9447770ca9c9dbd33333	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-076.png	2411367	3b45fef749e39386b88a14346d6dcda8b4e0210b0208a145d56b0cb9af5701b7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-077.png	2547287	e1ee5ece89561014746ef7c77807765fa08e9670b8b68aabc8693cdbe17149f5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-078.png	2440822	3cf8f494b652d1bf4d1db76c45586581bb9d6d1b30fe53baa4fcd44c164a7f9b	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-079.png	2288332	9d73b7b33db44047707c554c2df5fc8e280543e4f21bf948d319bc25e92ed1fa	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-080.png	2301222	fc7035c59a180c96b70589bf0dabe5351b87e76275dbc395de12e686bc4d21e3	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-081.png	2332089	7dbd922135dd5b446734ab6b4380fad9a60f50d2fca44f86eaf4539e7660f2c8	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-082.png	2442171	936f845240dd9cdfb1258de4c7cbfa311d48ce5f625669508230ea700b1e7229	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-083.png	2366625	bf6c01b38f0e032057dda2fa2127ca65327d531d4a52a3efc19fe858042f75b9	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-084.png	2434077	2578535e57d3c0959d1f92693091c4f05564729b4fe4495d9a14311e36b334a9	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-085.png	2385994	f1876a5bfe1eb34328afa2a40dbaee12bff7bf386a39c0b75003106dc05e1fc0	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-086.png	2398707	057093317eb9205d4ccfd7c4d8c33bce3c672d26ee787877ad794f7b6d593448	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-087.png	2408214	2ba0b42741d37823c41a029587eb944322043aacca3996b094359c7ad9e4dc53	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-088.png	2506338	058d3836441ecadc6ea2a00a6af669c399e2e10cb67fc8c8d0d0ede450cf69c7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-089.png	2293948	0b617fadd753e799a9098d004fa22595ecb315f57273deb9ff58d5398b0057e7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-090.png	2383529	29fc7ad2f757c58e75f024fad90dcfa8a731b2cceafff3864138291d2b5ec2c6	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-091.png	2330287	e374d2b677edd25f46722d0607d6a8a60869c0064ee6fd6c9375238d97bc37f6	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-092.png	2414851	5453f311c7d819f57b9e02c888752ced65587fe1f54ba651adad248f8a2af952	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-093.png	2431511	104ce5d28ba4d2cec19ffb1706d034d40349ecb8c7c8b34981c865f5d154dc94	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-094.png	2302429	57b021e8ffc89e5612bb08a300932251a344fc9189c1a32de973adc4951e0b30	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-095.png	2227505	70d8c0398deffad5531416fd9ce277d252872bb94d80182251c6bccf048cd5ee	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-096.png	2355161	52f441da0b272ece728ce1a5f281dd8c736fac44eb64674cb70b75ed123938ec	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-097.png	2333793	d42410c96c5e79aa8296c034b3034d8bf292fe90fb8a8925028ee5cb8665b080	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-098.png	2419905	5745a37bad4d3f0b6199d6d65b5d6fefcbdb0be6127752ab74e8550ff88ce6df	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-099.png	2266638	dfaaa95329f91032e546c579b83141bd3df3ee29d2d634f7423fb0b598e42263	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-100.png	2364480	5577204942ce61d64d74928e38c33e8271e57bd327866072ec4d48ad27f124bd	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-101.png	2425752	14799ed1d3c5af87503219f14d76e3923e4261a5c55ca0644faa3aa934738af7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-102.png	2275836	10741c82b318d1b213953b6334fe6f1f26cfb9540f991601af958b05608d3e90	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-103.png	2430746	a5d43de4ccd9757a3cf077379713e68234b5689e92ed91d363fb7ad124833cda	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-104.png	2452267	8b61f903edcb0f8ced865be0dbe2a26b992810d2ff97d45d0ccee4a0f2ac3f85	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-105.png	2481160	83c534475e773dcec9a3b0a3500abebf5fd1144b8cd99ababc491f30bd39ef49	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-106.png	2451048	fe961e187065b1d114d1bb511e7460d1d725691327ec3e5bcaf8d9428d14c518	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-107.png	2383189	a442a181c7e864a9a84e1f2e82c4ed212b2947c66f8b944861ea5f87456e2b73	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-108.png	2449219	21d0ff1cd18d5951713f4d7f4b53249bfe0fbeb597d421934280f7570425752d	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-109.png	2575932	ae5486344457df23ba2cc63b4a8a1c81fc26ed54ac6e667b335a81aee2745ddf	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-110.png	2575248	2815c27209adbd4f265e8b14537d4cceb9e8e05393a83de4a722a91b202108e0	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-111.png	2491805	c0aa484ddc2579da1479fe60d615aaa8f67b4a646038e02d88f09729fb7d98a1	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-112.png	2683915	a9d291f93081472d200cbd3c91e3728486426d995e1e34da2ca080597291e684	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-113.png	2536815	943a23fa54780202fdb65000d65dbf6cceb0564c0bcd7b2b9cd32c910a28c953	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-114.png	2507477	1f9835c945653f08ad79404dee3aed6dcdc1ee13ee6e63f2629c64cc3c79afcd	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-115.png	2208542	9eb1e66c76330733bba72b3f71234d388d2b1d044e59b5082e8304edc4760bce	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-116.png	2424052	9797355240bc4a2641fd496bc86bac9d4c350ee73cb239a3173ca9a7e107ea84	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-117.png	2328222	f7f7d0084a1097cf0c3a8e48312c06d552fbb2e6edd829e7c6612e769a7a179b	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-118.png	2428952	1c5b47c1177d501004912c10bedb9c8f844dfebbcac74665b2d8184ba272f34e	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-119.png	2221972	3e74c7d1e0cf1c6a59ee39d041a2793b0e019e5a28d4f48ec97309ce0f273a79	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-120.png	2250805	8016b5428704b1bf19c23dfffba7125ce48cb5e7c65600db236bf20422431d04	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-121.png	2271240	87ed6dd049d6609eb93c0385a21620dfa7d65bb7866b1b22ff9fcd02f337bdf7	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-122.png	2471398	468bc37ddf4deac7cc2950faa1eb3fd6df7e9d917827100e33d44c01b99b2d3a	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-123.png	2362797	38ebb490c21e23f7e1237e8615209f4cde2bf3352d57f7f355695e96302158c5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-124.png	2588152	7aa4ca7d997ecfef8d4e2719e58518067c5d0fb66f72172f2ca7b517da3808db	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-125.png	2475193	2cada0143ebbe24119ca839729f9e1c02abd62b4cffb7914215bc5e8e87516af	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-126.png	2479434	2b43ce6ed0accc87e05ad545c8f58a6f1119e506aa465f55fdea30c247f306e6	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-127.png	2507366	a268c6f7b9783e780b6b841b1a6afafa583ab1e35dd0e70bc2821a6abc4b48ff	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-128.png	2586988	2f96ae4d22d9840a57ddc387f75ff0423fa8900bb97f6e0a9ef3cb1b504d7993	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-129.png	2560619	106fd316de2af835db6d67b875562b85f8f40b7ec293561b834096c77c016473	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-130.png	2572145	a83914c3918c6a4a5707592c39049d1c202c0d678824ea6f02b73eb6a6a11e4d	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-131.png	2588665	40940f336183df19ef1252311b205aefd26598c42ac7eb938b721264cba375bc	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-132.png	2430698	4c66643971c80da3ca89f96a98b2419ecc829e03c88acc83778528bbd1a69cac	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-133.png	2815610	996e523cb549c527cdf500b386faf5cf3adadccd318b5a016577557001ba4fcf	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-134.png	2862854	f08c4b3c3efa45ddb6fdcb70b64f81797c0402424eb87ce5cea56f88df85f7b5	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-135.png	2645881	e79ebb39e0d6d1dd775d33ca1675333308632da53729d3510dc60809d67ad39b	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-136.png	2699486	78ca321e95585be3e9dc01acc43f06371f0aabf03dac69a3896ad5563f335125	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-137.png	2397826	59b537208379f08dc3d20df3e4b79a2a5a498712da1138655b3b2167954e3768	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-138.png	2529411	38c904b5e140dae45c58c61aa8b7f46217c3a7e9d8788ef68ec4d95b92f8f412	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-139.png	2480521	69808b2ecd4b5b1c6325c65788ffd0fd0f043ff76411f224b9163eb1b4891f8f	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-140.png	2397014	941496e5b0577167b18827c414528a1d4dda4a4e2c92c0fdadacf2515d1391ce	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-141.png	2306496	b7d3f727e761ccb4344c8eb1caecd20ad8b301b212e6b600b3cd9dc9d3f87f62	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-142.png	2496631	da306b4386554b1463b3f509f6226ab6c91b914b8eac13cb70300d8e11a95482	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-143.png	2524381	e01c92c91c3ed65654c2de215dd4ff6bbd9bc4e4d91d1d68c941bc92e660ad69	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-144.png	2334562	759b161c088033fced6ead2bc2b50fc0411d7ec4c51dc3490f2395479d16f1b0	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-145.png	2458536	ba6704213e51952c6403f00c86965a4e1bd1fb67dc01fa6e015b38a3464af4a8	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-146.png	2347171	dc2edb2d7be56e370442363afc839ef58b63c707d846918640207dcb94022219	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-147.png	2527280	081d87d2e14bdd16ec3b4ba1f4fea9f08a027691419e4e95d6ce93596a343328	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-148.png	2293561	701463ad6bf421e6a84db6c73ba1ec3e43ab6152bfcda2bb71755b8007d80431	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-149.png	2264778	73392a458330ca58908796ec9a2354547ef065283ec59804ec062690ff1b7507	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-150.png	2594299	03b51b3ecd492e02b01ecb858468c41a9832adf9fdeff77fbf8e5e126aab7d17	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-151.png	2208963	a79b4295f729c54ae6471113b6578d5bb7a5695bd7bf20e3c4e8d50d0563871d	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-152.png	2353425	36a1a4d7e9aba94bbf3ee8d918accf8d6b84c4f36f2822761f03e3a7c60046c4	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-153.png	2373507	b7e5b36dfa7cea6ed149f0a66ec4a86e8081795ab09fb45d0d5b7601bc1450f9	1
assets/embedded-interview/【图解】5种总线协议：UART、RS232、RS485、I²C、SPI/img-154.png	2328481	a063443f1862fe9462318d78450dffe19c4046942aee7461e7fe58b23d67bcad	1
