index_no	collection	resource_id	title	author	post_created_at	source_url	tags	source_status_existing	source_disposition_existing	source_confidence_existing	topic_primary	topic_secondary	content_chars	content_quality	index_use	method_or_external_reference	user_fact_boundary	evidence_level	full_distill_recommended	uncertainty_flags	has_media	has_comments	duplicate_resource_id	source_path
101	Bookmarks	652d1b16000000002101f13a	南京大学2023届LAMDA实验室去向	鹿鸣观山海	2023-10-16T11:14:30.000Z	https://www.xiaohongshu.com/explore/652d1b16000000002101f13a?xsec_token=ABWeL--7M-ArnFs0syPt5GnzDfsgV0niybSFOkEU3YtpA%3D	南京大学;就业;计算机;秋招;高考志愿;考研择校;量化;这个就业在23届怎么样？;个人专辑;5d8a3e42000000000103a328	domain-referenced	external-reference	medium	graduate-research	career-and-employment	19	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/南京大学2023届LAMDA实验室去向 - 652d1b16000000002101f13a.md
102	Bookmarks	6a62f1760000000014006e0a	双非一本秋招选手（非强双非），有实习🈶奖项	beenu丶	2026-07-24T05:00:38.000Z	https://www.xiaohongshu.com/explore/6a62f1760000000014006e0a?xsec_token=ABKFzCa05jlxWkdsvY08JYB-6_Mdgk2rNpXAhF8M4caJs%3D	嵌入式;嵌入式开发;秋招;秋招面试;校招;dji;影石;力扣;面试手撕	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	117	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/双非一本秋招选手（非强双非），有实习🈶奖项 - 6a62f1760000000014006e0a.md
103	Bookmarks	6a619bd1000000000100ebd5	双非本科 嵌入式 实习秋招清单	盛夏的时光	2026-07-23T04:42:57.000Z	https://www.xiaohongshu.com/explore/6a619bd1000000000100ebd5?xsec_token=ABg-VoFLHv8J9msjz2HVMiDrZ6v7wz2Q5j9fYP1S5_x3U%3D	具身智能;立芯嵌入式;嵌入式;嵌入式开发;内推;秋招;嵌入式就业;6a61c4bf00000000340084ce	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	247	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	maybe	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/双非本科 嵌入式 实习秋招清单 - 6a619bd1000000000100ebd5.md
104	Bookmarks	6a0056c2000000003502bc43	双非硕0实习0项目，怎么拿到嵌入式offer	梦嘉的硬件笔记	2026-05-10T09:58:26.000Z	https://www.xiaohongshu.com/explore/6a0056c2000000003502bc43?xsec_token=ABKBnQxFbr37G6ql-I2wWinyV6pv5CcZw4HoHP-NSn8gY%3D	嵌入式开发;offer	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	789	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/双非硕0实习0项目，怎么拿到嵌入式offer - 6a0056c2000000003502bc43.md
105	Bookmarks	68aece69000000001c00a883	双非硕，嵌入式❤️简历V2.0，大厂可以吗？	十二月小鸿	2025-08-27T09:22:49.000Z	https://www.xiaohongshu.com/explore/68aece69000000001c00a883?xsec_token=ABCpTvSm9DQbqjGZNjbLVLhO4XvyBY_LEFW7p3fM3Q-zk%3D	广东工业大学;广东海洋大学;双非;双非硕;秋招;简历;嵌入式;春招;秋招笔试;大厂	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	363	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;offer-salary-admission-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/双非硕，嵌入式❤️简历V2.0，大厂可以吗？ - 68aece69000000001c00a883.md
106	Bookmarks	6a51082800000000060207a3	哪个冤大头涨价才入手MacBook Air M5	针尖对麦当劳🥕	2026-07-10T14:56:40.000Z	https://www.xiaohongshu.com/explore/6a51082800000000060207a3?xsec_token=ABTp4E7jtoAfjDkJUvOUOZ2nn5nKxM_8dY4xhlZ1BA44Y%3D	macbook;开学季笔记本电脑怎么选;MacBook	domain-referenced	external-reference	medium	apple-digital	none	54	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	time-version-sensitive;media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/哪个冤大头涨价才入手MacBook Air M5 - 6a51082800000000060207a3.md
107	Bookmarks	6a3a8ffa000000000f03131f	备餐vlog｜减脂版沙县鸡腿饭 50元吃一周	灰尝粘年糕	2026-06-23T13:54:02.000Z	https://www.xiaohongshu.com/explore/6a3a8ffa000000000f03131f?xsec_token=ABTdhSnBUM7yYj8UV_KmyEBtPHKr4Pn1qGFXY7c8VJSKQ%3D	我是厨房小当家;howto搞定0失败美食;沉浸式做饭;备餐;减脂餐;美食研学主理人;vlog;打工人一周备餐	domain-referenced	external-reference	medium	health-lifestyle	none	145	prose	仅外部参考（个人健康/饮食经验）	只保留为个人经验或食谱线索；不蒸馏为健康处方，不据此推断用户健康状况，需个体化和专业评估	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/备餐vlog｜减脂版沙县鸡腿饭 50元吃一周 - 6a3a8ffa000000000f03131f.md
108	Bookmarks	6a6eee480000000029032ddc	多线程在嵌入式Linux项目中解决什么问题？	不搭xhs	2026-08-02T11:00:57.000Z	https://www.xiaohongshu.com/explore/6a6eee480000000029032ddc?xsec_token=ABKkcF_-WGOU6A3V5t1pjIyvuNFLuydnuyBr9OxJOgiZU%3D	嵌入式项目;嵌入式;嵌入式工作;嵌入式linux;linux应用开发;嵌入式offer;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;knowledge-management	941	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/多线程在嵌入式Linux项目中解决什么问题？ - 6a6eee480000000029032ddc.md
109	Bookmarks	6a1b91d20000000007026aab	大模型	卢大堡	2026-05-31T01:41:38.000Z	https://www.xiaohongshu.com/explore/6a1b91d20000000007026aab?xsec_token=AB3BznYEGZo_Kh8ZTq7meOvrHOFBfKgyNHfWUQL9rffBQ%3D	大模型;deepseek;mimo;token;大模型学习	domain-referenced	external-reference	medium	ai-agent-workflow	none	39	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/大模型 - 6a1b91d20000000007026aab.md
110	Bookmarks	6a560bd600000000220086bb	奉劝那些用zotero的人....	靠岸	2026-07-14T12:21:01.000Z	https://www.xiaohongshu.com/explore/6a560bd600000000220086bb?xsec_token=ABA0xQIHl3tISLdGDtMelf4okk1VqsjQnRMdBkgOpK1DA%3D	研究生;文献;zotero;howto入门codex;榨干设备howto;zotero;像喝水一样读文献;人类高质量科研工具;科研日常;靠岸学术	domain-referenced	external-reference	medium	ai-knowledge-workflow	ai-agent-workflow;knowledge-management;graduate-research	19	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/奉劝那些用zotero的人.... - 6a560bd600000000220086bb.md
111	Bookmarks	6a52ee58000000000f030ab8	奉贤海湾街上，近上师大，仅租1000包网	小刘好房推荐AA	2026-07-12T01:31:04.000Z	https://www.xiaohongshu.com/explore/6a52ee58000000000f030ab8?xsec_token=ABMmUmp7aIMhQoM7g7qj-zxr67mGMEe-ZPdaYYCJm-0jc%3D	可随时入住;海湾大学城租房;大学生租房;奉贤租房;可做饭洗衣;上师大租房;生活设施齐全;必租好房;靠近商场;交通方便生活便利	domain-referenced	external-reference	medium	consumer-lifestyle	none	87	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/奉贤海湾街上，近上师大，仅租1000包网 - 6a52ee58000000000f030ab8.md
112	Bookmarks	6a647106000000000101e9cf	如果我的Obsidian只装5个插件	三木	2026-07-25T08:17:10.000Z	https://www.xiaohongshu.com/explore/6a647106000000000101e9cf?xsec_token=ABzpAHXOD0nNT1GzbOZo7ZnLiJa6N3FmMihN7MvqWFeg0%3D	Obsidian;第二大脑;效率工具;笔记软件;职场效率	domain-referenced	external-reference	medium	ai-knowledge-workflow	ai-agent-workflow;knowledge-management	983	prose	方法候选（知识库/笔记工作流）	可吸收：把输入、结构化、链接/检索、复习与输出串成知识库闭环；插件、同步和工具能力需按当前环境复核	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/如果我的Obsidian只装5个插件 - 6a647106000000000101e9cf.md
113	Bookmarks	6a7a8bf9000000002500784d	如果说最推荐的一个Skill，那么我会推荐它	麦哲伦二世	2026-08-11T02:42:01.000Z	https://www.xiaohongshu.com/explore/6a7a8bf9000000002500784d?xsec_token=ABg5aqXZD-XXY0ZMBRwfRkrA9nU6sFg0_fZjzURaPqKwY%3D	skills;6a5276360000000035017d4b	domain-referenced	external-reference	medium	ai-agent-workflow	none	0	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/如果说最推荐的一个Skill，那么我会推荐它 - 6a7a8bf9000000002500784d.md
114	Bookmarks	69f3188a000000001a02fc11	字节嵌入式面经	猛嵌	2026-04-30T08:53:30.000Z	https://www.xiaohongshu.com/explore/69f3188a000000001a02fc11?xsec_token=ABumhyCfDkrK08rAFEjVPyyRdU8hHvjddLW1oxlV97S7k%3D	嵌入式linux;嵌入式项目;嵌入式实习;嵌入式开发;嵌入式面经;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	61	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/字节嵌入式面经 - 69f3188a000000001a02fc11.md
115	Bookmarks	6a4a27e1000000000e038401	实时监控20款AI工具用量 多设备同步 已开源	Javis	2026-07-05T09:46:09.000Z	https://www.xiaohongshu.com/explore/6a4a27e1000000000e038401?xsec_token=ABWfGTFgXFuM5fOJ8CxGkuZ0Jg35yt-3o59KW_Eu9tITg%3D	vibecoding;vibecoding大赏;AI工具;开源;Claude;codex;程序员;AI;开发者;token消耗	domain-referenced	external-reference	medium	ai-agent-workflow	none	81	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	time-version-sensitive;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/实时监控20款AI工具用量 多设备同步 已开源 - 6a4a27e1000000000e038401.md
116	Bookmarks	6a7461250000000002003c00	实时监控28款AI工具用量/额度、记录订阅信息	Javis	2026-08-06T10:25:41.000Z	https://www.xiaohongshu.com/explore/6a7461250000000002003c00?xsec_token=ABzwG8czUgyWOQohYzNgKKB1xB9Uzr-qhUHowf7p2Vfjs%3D	vibecoding;vibecoding大赏;AI工具;开源;claude;codex;程序员;开发;AI新手村;token	domain-referenced	external-reference	medium	ai-agent-workflow	apple-digital	329	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/实时监控28款AI工具用量 额度、记录订阅信息 - 6a7461250000000002003c00.md
117	Bookmarks	6a1d3c360000000035020db5	实话实说，嵌入式面试是纯骗人的…	再吃亿大口	2026-06-01T08:00:54.000Z	https://www.xiaohongshu.com/explore/6a1d3c360000000035020db5?xsec_token=ABT0oMVZMTwYrKGrNiaHq6yLAhlyjJh1OfK0j60_eBQcg%3D	嵌入式开发;单片机;嵌入式;面试题;程序员;电子信息;嵌入式学习;电气自动化;c语言;嵌入式面试;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	965	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/实话实说，嵌入式面试是纯骗人的… - 6a1d3c360000000035020db5.md
118	Bookmarks	6a7c2715000000002701da62	小米2026薪资情报~平均年薪30w+	小青蛙布布	2026-08-12T10:00:59.000Z	https://www.xiaohongshu.com/explore/6a7c2715000000002701da62?xsec_token=ABzGsUvRAjDDYj6jDPA4vbLggdH3vAiNor2Dyq6wPsLGQ%3D	校招情报;小米校招;校招薪资;互联网薪资;应届生求职;秋招准备;小米薪资;软件开发;算法岗;硬件开发	domain-referenced	external-reference	medium	career-and-employment	none	301	prose	案例/外部参考	仅作个人求职、招聘或就业环境线索；个体经历和市场数字需独立核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;star-view-like-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/小米2026薪资情报~平均年薪30w+ - 6a7c2715000000002701da62.md
119	Bookmarks	6a562a9f000000002003b943	小米嵌入式软件工程师面经	企鹅嵌入式🐧	2026-07-14T12:25:03.000Z	https://www.xiaohongshu.com/explore/6a562a9f000000002003b943?xsec_token=ABA0xQIHl3tISLdGDtMelf4ucpPAu1giIICz0PGh-yLok%3D	小米嵌入式;6a2156380000000032032bd6	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	830	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/小米嵌入式软件工程师面经 - 6a562a9f000000002003b943.md
120	Bookmarks	68cd0e7d000000001302ace0	小米嵌软一面面经	当啷当	2025-09-19T08:04:13.000Z	https://www.xiaohongshu.com/explore/68cd0e7d000000001302ace0?xsec_token=ABFVnTeYw5flVRwuz3hyKJurKCgUfOmSqu_xxlt5dEwW4%3D	互联网大厂实习;小米嵌入式;6a2156380000000032032bd6	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	367	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	none	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/小米嵌软一面面经 - 68cd0e7d000000001302ace0.md
121	Bookmarks	6a40f67b000000000f02873d	小米手环助你随时随地vibecoding	不正经设计师LEN	2026-06-28T10:24:59.000Z	https://www.xiaohongshu.com/explore/6a40f67b000000000f02873d?xsec_token=ABoA8Vs-_dm-2uYG-mqDR61UVoUmSYf114vaYmbF-Pzl8%3D	vibecoding;智能手环;智能穿戴;ai工具;vibecoding大赏;科技新潮流	domain-referenced	external-reference	medium	ai-agent-workflow	none	132	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/小米手环助你随时随地vibecoding - 6a40f67b000000000f02873d.md
122	Bookmarks	6a60e001000000000f01ed8a	屡战屡胜SSP候选人如何用录音转文字复盘！	连理🌱	2026-07-22T16:48:16.000Z	https://www.xiaohongshu.com/explore/6a60e001000000000f01ed8a?xsec_token=ABJyB7pEsHFaTKk7-yBbS-ttHwhEashNCx8yQrHirBKgg%3D	千问指令大师;千问a;千问;qwen;千问APP;校招;秋招;大学生;应届大学生就业;应届生找工作;应届生;找工作;面试;求职;职场;职场日常;skills;6a5276360000000035017d4b	domain-referenced	external-reference	medium	ai-agent-workflow	career-and-employment;apple-digital	829	prose	方法候选（AI辅助求职/面试流程）	可吸收：把输入材料、岗位/问题拆解、生成草稿、人工核验和复盘串成工作流；工具名称、效果数字和“offer”需独立验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/屡战屡胜SSP候选人如何用录音转文字复盘！ - 6a60e001000000000f01ed8a.md
123	Bookmarks	6a5c4f80000000000f0332e1	嵌入式Linux方向总体学习路线（完整版）	不搭xhs	2026-07-19T04:16:00.000Z	https://www.xiaohongshu.com/explore/6a5c4f80000000000f0332e1?xsec_token=ABYOhbveuJ5FSn1lQ2zDs8q2Kifzw1uDmT4ZGC2wkgdSI%3D	嵌入式;嵌入式Linux学习路线;嵌入式软件开发学习路线;嵌入式项目;嵌入式工作;嵌入式实习;嵌入式Linux;STM32;Linux应用开发;嵌入式offer;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	285	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	marketing-or-outcome-claim;offer-salary-admission-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式Linux方向总体学习路线（完整版） - 6a5c4f80000000000f0332e1.md
124	Bookmarks	6a68ad1e000000001f01cf47	嵌入式冲机器人，今年行情汇总，关于前景	工科女的日常	2026-07-28T13:22:38.000Z	https://www.xiaohongshu.com/explore/6a68ad1e000000001f01cf47?xsec_token=ABYb87B6alGjqocqlg7zDBQDTrluIbWz3_zWCjraA0Dsk%3D	嵌入式开发;学习;嵌入式项目;机器人;嵌入式机器人;嵌入式学习;工科;嵌入式学习路线;嵌入式行情;嵌入式工程师	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	869	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式冲机器人，今年行情汇总，关于前景 - 6a68ad1e000000001f01cf47.md
125	Bookmarks	6a1e56dd0000000006030604	嵌入式学习路线分	brave.hahaha	2026-06-02T04:06:53.000Z	https://www.xiaohongshu.com/explore/6a1e56dd0000000006030604?xsec_token=ABi5uWUhWLJf2BuA1xT6_TKszkpQ_Ne12nePwjlt8HJtk%3D	就业;68a1edd10000000024008b36	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow;knowledge-management	1017	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;star-view-like-claim;time-version-sensitive	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式学习路线分 - 6a1e56dd0000000006030604.md
126	Bookmarks	6a7bbdab000000003300e802	嵌入式实习	猛嵌	2026-08-12T00:26:19.000Z	https://www.xiaohongshu.com/explore/6a7bbdab000000003300e802?xsec_token=ABRiPgMYtugEqjWjJ5vzSj3XxbuQeGAEdeH4EsOLFxUYw%3D	嵌入式开发;嵌入式项目;嵌入式实习;嵌入式;嵌入式linux	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	80	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式实习 - 6a7bbdab000000003300e802.md
127	Bookmarks	6a575e0f000000000f033e9f	嵌入式实习/嵌入式学习/不要焦虑	嵌入式多多	2026-07-15T10:16:47.000Z	https://www.xiaohongshu.com/explore/6a575e0f000000000f033e9f?xsec_token=ABBlDdPbnCB17FSU913zloUTDnJ0Q0q4NoCLfJAzlljPg%3D	互联网大厂;嵌入式开发;嵌入式;嵌入式项目;焦虑;秋招	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	163	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式实习 嵌入式学习 不要焦虑 - 6a575e0f000000000f033e9f.md
128	Bookmarks	6a7865ea0000000022014ab4	嵌入式常见算法题总结	糯叽唧大王	2026-08-09T11:35:07.000Z	https://www.xiaohongshu.com/explore/6a7865ea0000000022014ab4?xsec_token=ABdk624EN2Q5_p2wvo-bw09cI3IRnTKB8CVRfe4Z_eKps%3D	秋招;嵌入式;算法;校招;面经;转码;力扣;春招;实习;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;algorithm-learning;knowledge-management	79	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式常见算法题总结 - 6a7865ea0000000022014ab4.md
129	Bookmarks	6a720c4400000000250084db	嵌入式开发	漂亮四季豆	2026-08-04T15:59:00.000Z	https://www.xiaohongshu.com/explore/6a720c4400000000250084db?xsec_token=ABEHop3r0Gkuj7X2cD2tU4mBIzj5liHpm0zwwsHudx8aY%3D	嵌入式开发;半导体电源;上海招聘;硬科技;急招	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	290	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	none	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式开发 - 6a720c4400000000250084db.md
