record_file	record_id	title	unit_type	track	module	mastery	review_flag	last_studied	source_value	source_target	source_exists
工作台/条目记录/150题-098.md	150-098	第98题：二值信号量和计数信号量有什么区别？	八股题	150题	FreeRTOS	学过	待回看	order: 98	[[projects/嵌入式八股/嵌入式高频八股150题.md#第98题：二值信号量和计数信号量有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-099.md	150-099	第99题：任务通知和队列、信号量相比有什么特点？	八股题	150题	FreeRTOS	学过	待回看	order: 99	[[projects/嵌入式八股/嵌入式高频八股150题.md#第99题：任务通知和队列、信号量相比有什么特点？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-100.md	150-100	第100题：事件组 Event Group 有什么作用？	八股题	150题	FreeRTOS	学过	待回看	order: 100	[[projects/嵌入式八股/嵌入式高频八股150题.md#第100题：事件组 Event Group 有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-101.md	150-101	第101题：什么是临界区？在嵌入式中如何保护？	八股题	150题	FreeRTOS	学过	待回看	order: 101	[[projects/嵌入式八股/嵌入式高频八股150题.md#第101题：什么是临界区？在嵌入式中如何保护？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-102.md	150-102	第102题：中断和任务之间如何同步？	八股题	150题	FreeRTOS	学过	待回看	order: 102	[[projects/嵌入式八股/嵌入式高频八股150题.md#第102题：中断和任务之间如何同步？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-103.md	150-103	第103题：FreeRTOS 的 heap_1 到 heap_5 有什么区别？	八股题	150题	FreeRTOS	学过	待回看	order: 103	[[projects/嵌入式八股/嵌入式高频八股150题.md#第103题：FreeRTOS 的 heap_1 到 heap_5 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-104.md	150-104	第104题：如何判断 FreeRTOS 任务栈是否够用？	八股题	150题	FreeRTOS	学过	待回看	order: 104	[[projects/嵌入式八股/嵌入式高频八股150题.md#第104题：如何判断 FreeRTOS 任务栈是否够用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-105.md	150-105	第105题：如何评估一个 RTOS 系统的实时性？	八股题	150题	FreeRTOS	学过	待回看	order: 105	[[projects/嵌入式八股/嵌入式高频八股150题.md#第105题：如何评估一个 RTOS 系统的实时性？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-106.md	150-106	第106题：进程和线程有什么区别？	八股题	150题	Linux	学过	待回看	order: 106	[[projects/嵌入式八股/嵌入式高频八股150题.md#第106题：进程和线程有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-107.md	150-107	第107题：进程间通信方式有哪些？	八股题	150题	Linux	学过	待回看	order: 107	[[projects/嵌入式八股/嵌入式高频八股150题.md#第107题：进程间通信方式有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-108.md	150-108	第108题：共享内存为什么效率高？需要注意什么？	八股题	150题	Linux	学过	待回看	order: 108	[[projects/嵌入式八股/嵌入式高频八股150题.md#第108题：共享内存为什么效率高？需要注意什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-109.md	150-109	第109题：互斥锁和自旋锁有什么区别？	八股题	150题	Linux	学过	待回看	order: 109	[[projects/嵌入式八股/嵌入式高频八股150题.md#第109题：互斥锁和自旋锁有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-110.md	150-110	第110题：信号量和条件变量有什么区别？	八股题	150题	Linux	学过	待回看	order: 110	[[projects/嵌入式八股/嵌入式高频八股150题.md#第110题：信号量和条件变量有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-111.md	150-111	第111题：死锁发生的四个必要条件是什么？如何避免？	八股题	150题	Linux	学过	待回看	order: 111	[[projects/嵌入式八股/嵌入式高频八股150题.md#第111题：死锁发生的四个必要条件是什么？如何避免？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-112.md	150-112	第112题：虚拟内存和物理内存有什么区别？	八股题	150题	Linux	学过	待回看	order: 112	[[projects/嵌入式八股/嵌入式高频八股150题.md#第112题：虚拟内存和物理内存有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-113.md	150-113	第113题：malloc返回的是虚拟地址还是物理地址？会立即分配物理页吗？	八股题	150题	Linux	学过	待回看	order: 113	[[projects/嵌入式八股/嵌入式高频八股150题.md#第113题：malloc返回的是虚拟地址还是物理地址？会立即分配物理页吗？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-114.md	150-114	第114题：fork和exec有什么区别？	八股题	150题	Linux	学过	待回看	order: 114	[[projects/嵌入式八股/嵌入式高频八股150题.md#第114题：fork和exec有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-115.md	150-115	第115题：用户态和内核态有什么区别？为什么要区分？	八股题	150题	Linux	学过	待回看	order: 115	[[projects/嵌入式八股/嵌入式高频八股150题.md#第115题：用户态和内核态有什么区别？为什么要区分？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-116.md	150-116	第116题：select、poll 和 epoll 有什么区别？	八股题	150题	Linux	学过	待回看	order: 116	[[projects/嵌入式八股/嵌入式高频八股150题.md#第116题：select、poll 和 epoll 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-117.md	150-117	第117题：TCP 服务端建立连接需要哪些 socket API？	八股题	150题	Linux	学过	待回看	order: 117	[[projects/嵌入式八股/嵌入式高频八股150题.md#第117题：TCP 服务端建立连接需要哪些 socket API？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-118.md	150-118	第118题：阻塞 IO 和非阻塞 IO 有什么区别？	八股题	150题	Linux	学过	待回看	order: 118	[[projects/嵌入式八股/嵌入式高频八股150题.md#第118题：阻塞 IO 和非阻塞 IO 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-119.md	150-119	第119题：core dump 如何用 GDB 调试？	八股题	150题	Linux	学过	待回看	order: 119	[[projects/嵌入式八股/嵌入式高频八股150题.md#第119题：core dump 如何用 GDB 调试？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-120.md	150-120	第120题：Linux 启动流程大致是什么？设备树有什么作用？	八股题	150题	Linux	学过	待回看	order: 120	[[projects/嵌入式八股/嵌入式高频八股150题.md#第120题：Linux 启动流程大致是什么？设备树有什么作用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-121.md	150-121	第121题：Linux 进程地址空间通常包含哪些区域？	八股题	150题	Linux	学过	待回看	order: 121	[[projects/嵌入式八股/嵌入式高频八股150题.md#第121题：Linux 进程地址空间通常包含哪些区域？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-122.md	150-122	第122题：Linux 线程共享哪些资源？哪些资源是私有的？	八股题	150题	Linux	学过	待回看	order: 122	[[projects/嵌入式八股/嵌入式高频八股150题.md#第122题：Linux 线程共享哪些资源？哪些资源是私有的？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-123.md	150-123	第123题：fork 之后父子进程共享哪些内容？哪些内容是独立的？	八股题	150题	Linux	学过	待回看	order: 123	[[projects/嵌入式八股/嵌入式高频八股150题.md#第123题：fork 之后父子进程共享哪些内容？哪些内容是独立的？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-124.md	150-124	第124题：写时复制 COW 是什么？它解决了什么问题？	八股题	150题	Linux	学过	待回看	order: 124	[[projects/嵌入式八股/嵌入式高频八股150题.md#第124题：写时复制 COW 是什么？它解决了什么问题？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-125.md	150-125	第125题：缺页中断是什么？常见触发场景有哪些？	八股题	150题	Linux	学过	待回看	order: 125	[[projects/嵌入式八股/嵌入式高频八股150题.md#第125题：缺页中断是什么？常见触发场景有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-126.md	150-126	第126题：mmap 有什么作用？和 read/write 有什么区别？	八股题	150题	Linux	学过	待回看	order: 126	[[projects/嵌入式八股/嵌入式高频八股150题.md#第126题：mmap 有什么作用？和 read/write 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-127.md	150-127	第127题：管道、有名管道和 Unix Domain Socket 有什么区别？	八股题	150题	Linux	学过	待回看	order: 127	[[projects/嵌入式八股/嵌入式高频八股150题.md#第127题：管道、有名管道和 Unix Domain Socket 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-128.md	150-128	第128题：Linux 信号机制是什么？常见信号有哪些？	八股题	150题	Linux	学过	待回看	order: 128	[[projects/嵌入式八股/嵌入式高频八股150题.md#第128题：Linux 信号机制是什么？常见信号有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-129.md	150-129	第129题：守护进程是什么？一般如何创建？	八股题	150题	Linux	学过	待回看	order: 129	[[projects/嵌入式八股/嵌入式高频八股150题.md#第129题：守护进程是什么？一般如何创建？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-130.md	150-130	第130题：文件描述符是什么？它和 FILE* 有什么区别？	八股题	150题	Linux	学过	待回看	order: 130	[[projects/嵌入式八股/嵌入式高频八股150题.md#第130题：文件描述符是什么？它和 FILE* 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-131.md	150-131	第131题：为什么 IO 多路复用适合处理多个连接？	八股题	150题	Linux	学过	待回看	order: 131	[[projects/嵌入式八股/嵌入式高频八股150题.md#第131题：为什么 IO 多路复用适合处理多个连接？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-132.md	150-132	第132题：epoll 的 LT 和 ET 模式有什么区别？	八股题	150题	Linux	学过	待回看	order: 132	[[projects/嵌入式八股/嵌入式高频八股150题.md#第132题：epoll 的 LT 和 ET 模式有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-133.md	150-133	第133题：epoll 边缘触发模式下如何避免丢事件？	八股题	150题	Linux	学过	待回看	order: 133	[[projects/嵌入式八股/嵌入式高频八股150题.md#第133题：epoll 边缘触发模式下如何避免丢事件？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-134.md	150-134	第134题：零拷贝是什么？常见实现方式有哪些？	八股题	150题	Linux	学过	待回看	order: 134	[[projects/嵌入式八股/嵌入式高频八股150题.md#第134题：零拷贝是什么？常见实现方式有哪些？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-135.md	150-135	第135题：用户态到内核态一般如何发生切换？	八股题	150题	Linux	学过	待回看	order: 135	[[projects/嵌入式八股/嵌入式高频八股150题.md#第135题：用户态到内核态一般如何发生切换？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-136.md	150-136	第136题：系统调用和库函数有什么区别？	八股题	150题	Linux	学过	待回看	order: 136	[[projects/嵌入式八股/嵌入式高频八股150题.md#第136题：系统调用和库函数有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-137.md	150-137	第137题：Linux 常见调度策略有哪些？SCHED_OTHER、FIFO、RR 有什么区别？	八股题	150题	Linux	学过	待回看	order: 137	[[projects/嵌入式八股/嵌入式高频八股150题.md#第137题：Linux 常见调度策略有哪些？SCHED_OTHER、FIFO、RR 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-138.md	150-138	第138题：nice 值和实时优先级有什么区别？	八股题	150题	Linux	学过	待回看	order: 138	[[projects/嵌入式八股/嵌入式高频八股150题.md#第138题：nice 值和实时优先级有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-139.md	150-139	第139题：上下文切换的开销主要来自哪里？	八股题	150题	Linux	学过	待回看	order: 139	[[projects/嵌入式八股/嵌入式高频八股150题.md#第139题：上下文切换的开销主要来自哪里？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-140.md	150-140	第140题：Linux 多线程中栈空间是如何分配的？默认大小一般怎么理解？	八股题	150题	Linux	学过	待回看	order: 140	[[projects/嵌入式八股/嵌入式高频八股150题.md#第140题：Linux 多线程中栈空间是如何分配的？默认大小一般怎么理解？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-141.md	150-141	第141题：pthread_mutex 和 pthread_rwlock 有什么区别？	八股题	150题	Linux	学过	待回看	order: 141	[[projects/嵌入式八股/嵌入式高频八股150题.md#第141题：pthread_mutex 和 pthread_rwlock 有什么区别？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-142.md	150-142	第142题：futex 是什么？它和用户态锁有什么关系？	八股题	150题	Linux	学过	待回看	order: 142	[[projects/嵌入式八股/嵌入式高频八股150题.md#第142题：futex 是什么？它和用户态锁有什么关系？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-143.md	150-143	第143题：条件变量为什么通常要配合互斥锁使用？	八股题	150题	Linux	学过	待回看	order: 143	[[projects/嵌入式八股/嵌入式高频八股150题.md#第143题：条件变量为什么通常要配合互斥锁使用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-144.md	150-144	第144题：线程池的作用是什么？设计时需要注意哪些问题？	八股题	150题	Linux	学过	待回看	order: 144	[[projects/嵌入式八股/嵌入式高频八股150题.md#第144题：线程池的作用是什么？设计时需要注意哪些问题？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-145.md	150-145	第145题：Linux 下如何定位 CPU 占用过高的问题？	八股题	150题	Linux	学过	待回看	order: 145	[[projects/嵌入式八股/嵌入式高频八股150题.md#第145题：Linux 下如何定位 CPU 占用过高的问题？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-146.md	150-146	第146题：Linux 下如何定位内存泄漏或内存持续增长？	八股题	150题	Linux	学过	待回看	order: 146	[[projects/嵌入式八股/嵌入式高频八股150题.md#第146题：Linux 下如何定位内存泄漏或内存持续增长？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-147.md	150-147	第147题：Linux 下如何排查文件描述符泄漏？	八股题	150题	Linux	学过	待回看	order: 147	[[projects/嵌入式八股/嵌入式高频八股150题.md#第147题：Linux 下如何排查文件描述符泄漏？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-148.md	150-148	第148题：Linux 程序偶发崩溃一般如何排查？	八股题	150题	Linux	学过	待回看	order: 148	[[projects/嵌入式八股/嵌入式高频八股150题.md#第148题：Linux 程序偶发崩溃一般如何排查？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-149.md	150-149	第149题：dmesg、journalctl、strace、ltrace、perf 分别有什么用？	八股题	150题	Linux	学过	待回看	order: 149	[[projects/嵌入式八股/嵌入式高频八股150题.md#第149题：dmesg、journalctl、strace、ltrace、perf 分别有什么用？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/150题-150.md	150-150	第150题：Linux 字符设备驱动的大致开发流程是什么？	八股题	150题	Linux	学过	待回看	order: 150	[[projects/嵌入式八股/嵌入式高频八股150题.md#第150题：Linux 字符设备驱动的大致开发流程是什么？]]	projects/嵌入式八股/嵌入式高频八股150题.md	yes
工作台/条目记录/大丙Linux-001.md	dabing-linux-001	01 普通用户添加 sudo 权限	章节	大丙Linux	Linux工具	学过	待回看	order: 1	[[archive/大丙Linux教程/番外/01 普通用户添加 sudo 权限.md]]	archive/大丙Linux教程/番外/01 普通用户添加 sudo 权限.md	yes
工作台/条目记录/大丙Linux-002.md	dabing-linux-002	02 Vim插件的快速安装	章节	大丙Linux	Linux工具	学过	待回看	order: 2	[[archive/大丙Linux教程/番外/02 Vim插件的快速安装.md]]	archive/大丙Linux教程/番外/02 Vim插件的快速安装.md	yes
工作台/条目记录/大丙Linux-003.md	dabing-linux-003	03 CMake 保姆级教程（上）	章节	大丙Linux	Linux工具	学过	待回看	order: 3	[[archive/大丙Linux教程/番外/03 CMake 保姆级教程（上）.md]]	archive/大丙Linux教程/番外/03 CMake 保姆级教程（上）.md	yes
工作台/条目记录/大丙Linux-004.md	dabing-linux-004	04 CMake 保姆级教程（下）	章节	大丙Linux	Linux工具	学过	待回看	order: 4	[[archive/大丙Linux教程/番外/04 CMake 保姆级教程（下）.md]]	archive/大丙Linux教程/番外/04 CMake 保姆级教程（下）.md	yes
工作台/条目记录/大丙Linux-005.md	dabing-linux-005	01 初识Linux操作系统	章节	大丙Linux	Linux基础	学过	待回看	order: 5	[[archive/大丙Linux教程/第1章 Linux 基础/01 初识Linux操作系统.md]]	archive/大丙Linux教程/第1章 Linux 基础/01 初识Linux操作系统.md	yes
工作台/条目记录/大丙Linux-006.md	dabing-linux-006	02 文件管理命令	章节	大丙Linux	Linux基础	学过	待回看	order: 6	[[archive/大丙Linux教程/第1章 Linux 基础/02 文件管理命令.md]]	archive/大丙Linux教程/第1章 Linux 基础/02 文件管理命令.md	yes
工作台/条目记录/大丙Linux-007.md	dabing-linux-007	03 用户管理命令	章节	大丙Linux	Linux基础	学过	待回看	order: 7	[[archive/大丙Linux教程/第1章 Linux 基础/03 用户管理命令.md]]	archive/大丙Linux教程/第1章 Linux 基础/03 用户管理命令.md	yes
工作台/条目记录/大丙Linux-008.md	dabing-linux-008	04 压缩命令	章节	大丙Linux	Linux基础	学过	待回看	order: 8	[[archive/大丙Linux教程/第1章 Linux 基础/04 压缩命令.md]]	archive/大丙Linux教程/第1章 Linux 基础/04 压缩命令.md	yes
工作台/条目记录/大丙Linux-009.md	dabing-linux-009	05 查找命令	章节	大丙Linux	Linux基础	学过	待回看	order: 9	[[archive/大丙Linux教程/第1章 Linux 基础/05 查找命令.md]]	archive/大丙Linux教程/第1章 Linux 基础/05 查找命令.md	yes
工作台/条目记录/大丙Linux-010.md	dabing-linux-010	06 Vim的使用	章节	大丙Linux	Linux基础	学过	待回看	order: 10	[[archive/大丙Linux教程/第1章 Linux 基础/06 Vim的使用.md]]	archive/大丙Linux教程/第1章 Linux 基础/06 Vim的使用.md	yes
工作台/条目记录/大丙Linux-011.md	dabing-linux-011	07 GCC	章节	大丙Linux	Linux基础	学过	待回看	order: 11	[[archive/大丙Linux教程/第1章 Linux 基础/07 GCC.md]]	archive/大丙Linux教程/第1章 Linux 基础/07 GCC.md	yes
工作台/条目记录/大丙Linux-012.md	dabing-linux-012	08 静态库和动态库	章节	大丙Linux	Linux基础	学过	待回看	order: 12	[[archive/大丙Linux教程/第1章 Linux 基础/08 静态库和动态库.md]]	archive/大丙Linux教程/第1章 Linux 基础/08 静态库和动态库.md	yes
工作台/条目记录/大丙Linux-013.md	dabing-linux-013	09 Makefile	章节	大丙Linux	Linux基础	学过	待回看	order: 13	[[archive/大丙Linux教程/第1章 Linux 基础/09 Makefile.md]]	archive/大丙Linux教程/第1章 Linux 基础/09 Makefile.md	yes
工作台/条目记录/大丙Linux-014.md	dabing-linux-014	10 GDB调试	章节	大丙Linux	Linux基础	学过	待回看	order: 14	[[archive/大丙Linux教程/第1章 Linux 基础/10 GDB调试.md]]	archive/大丙Linux教程/第1章 Linux 基础/10 GDB调试.md	yes
工作台/条目记录/大丙Linux-015.md	dabing-linux-015	01 文件描述符	章节	大丙Linux	文件IO	学过	待回看	order: 15	[[archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md]]	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md	yes
工作台/条目记录/大丙Linux-016.md	dabing-linux-016	02 Linux系统IO	章节	大丙Linux	文件IO	学过	待回看	order: 16	[[archive/大丙Linux教程/第2章 文件IO/02 Linux系统IO.md]]	archive/大丙Linux教程/第2章 文件IO/02 Linux系统IO.md	yes
工作台/条目记录/大丙Linux-017.md	dabing-linux-017	03 文件状态和属性信息	章节	大丙Linux	文件IO	学过	待回看	order: 17	[[archive/大丙Linux教程/第2章 文件IO/03 文件状态和属性信息.md]]	archive/大丙Linux教程/第2章 文件IO/03 文件状态和属性信息.md	yes
工作台/条目记录/大丙Linux-018.md	dabing-linux-018	04 文件描述符复制和重定向	章节	大丙Linux	文件IO	学过	待回看	order: 18	[[archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md]]	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md	yes
工作台/条目记录/大丙Linux-019.md	dabing-linux-019	05 目录的遍历	章节	大丙Linux	文件IO	学过	待回看	order: 19	[[archive/大丙Linux教程/第2章 文件IO/05 目录的遍历.md]]	archive/大丙Linux教程/第2章 文件IO/05 目录的遍历.md	yes
工作台/条目记录/大丙Linux-020.md	dabing-linux-020	01 进程控制	章节	大丙Linux	进程与线程	学过	待回看	order: 20	[[archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md]]	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md	yes
工作台/条目记录/大丙Linux-021.md	dabing-linux-021	02 管道	章节	大丙Linux	进程与线程	学过	待回看	order: 21	[[archive/大丙Linux教程/第3章 进程和线程/02 管道.md]]	archive/大丙Linux教程/第3章 进程和线程/02 管道.md	yes
工作台/条目记录/大丙Linux-022.md	dabing-linux-022	03 内存映射区	章节	大丙Linux	进程与线程	学过	待回看	order: 22	[[archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md]]	archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md	yes
工作台/条目记录/大丙Linux-023.md	dabing-linux-023	04 共享内存	章节	大丙Linux	进程与线程	学过	待回看	order: 23	[[archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md]]	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md	yes
工作台/条目记录/大丙Linux-024.md	dabing-linux-024	05 信号	章节	大丙Linux	进程与线程	学过	待回看	order: 24	[[archive/大丙Linux教程/第3章 进程和线程/05 信号.md]]	archive/大丙Linux教程/第3章 进程和线程/05 信号.md	yes
工作台/条目记录/大丙Linux-025.md	dabing-linux-025	06 守护进程	章节	大丙Linux	进程与线程	学过	待回看	order: 25	[[archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md]]	archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md	yes
工作台/条目记录/大丙Linux-026.md	dabing-linux-026	07 多线程	章节	大丙Linux	进程与线程	学过	待回看	order: 26	[[archive/大丙Linux教程/第3章 进程和线程/07 多线程.md]]	archive/大丙Linux教程/第3章 进程和线程/07 多线程.md	yes
工作台/条目记录/大丙Linux-027.md	dabing-linux-027	08 线程同步	章节	大丙Linux	进程与线程	学过	待回看	order: 27	[[archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md]]	archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md	yes
工作台/条目记录/大丙Linux-028.md	dabing-linux-028	09 线程池 - C语言版	章节	大丙Linux	进程与线程	学过	待回看	order: 28	[[archive/大丙Linux教程/第3章 进程和线程/09 线程池 - C语言版.md]]	archive/大丙Linux教程/第3章 进程和线程/09 线程池 - C语言版.md	yes
工作台/条目记录/大丙Linux-029.md	dabing-linux-029	10 线程池 - C改C++版	章节	大丙Linux	进程与线程	学过	待回看	order: 29	[[archive/大丙Linux教程/第3章 进程和线程/10 线程池 - C改C++版.md]]	archive/大丙Linux教程/第3章 进程和线程/10 线程池 - C改C++版.md	yes
工作台/条目记录/大丙Linux-030.md	dabing-linux-030	01 套接字 socket	章节	大丙Linux	套接字通信	学过	待回看	order: 30	[[archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md]]	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md	yes
工作台/条目记录/大丙Linux-031.md	dabing-linux-031	02 三次握手、四次挥手	章节	大丙Linux	套接字通信	学过	待回看	order: 31	[[archive/大丙Linux教程/第4章 套接字通信/02 三次握手、四次挥手.md]]	archive/大丙Linux教程/第4章 套接字通信/02 三次握手、四次挥手.md	yes
工作台/条目记录/大丙Linux-032.md	dabing-linux-032	03 TCP状态转换	章节	大丙Linux	套接字通信	学过	待回看	order: 32	[[archive/大丙Linux教程/第4章 套接字通信/03 TCP状态转换.md]]	archive/大丙Linux教程/第4章 套接字通信/03 TCP状态转换.md	yes
工作台/条目记录/大丙Linux-033.md	dabing-linux-033	04 服务器并发	章节	大丙Linux	套接字通信	学过	待回看	order: 33	[[archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md]]	archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md	yes
工作台/条目记录/大丙Linux-034.md	dabing-linux-034	05 TCP数据粘包的处理	章节	大丙Linux	套接字通信	学过	待回看	order: 34	[[archive/大丙Linux教程/第4章 套接字通信/05 TCP数据粘包的处理.md]]	archive/大丙Linux教程/第4章 套接字通信/05 TCP数据粘包的处理.md	yes
工作台/条目记录/大丙Linux-035.md	dabing-linux-035	06 套接字通信类的封装	章节	大丙Linux	套接字通信	学过	待回看	order: 35	[[archive/大丙Linux教程/第4章 套接字通信/06 套接字通信类的封装.md]]	archive/大丙Linux教程/第4章 套接字通信/06 套接字通信类的封装.md	yes
工作台/条目记录/大丙Linux-036.md	dabing-linux-036	07 IO多路转接（复用）之select	章节	大丙Linux	套接字通信	学过	待回看	order: 36	[[archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md]]	archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md	yes
工作台/条目记录/大丙Linux-037.md	dabing-linux-037	08 IO多路转接（复用）之poll	章节	大丙Linux	套接字通信	学过	待回看	order: 37	[[archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md]]	archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md	yes
工作台/条目记录/大丙Linux-038.md	dabing-linux-038	09 IO多路转接（复用）之epoll	章节	大丙Linux	套接字通信	学过	待回看	order: 38	[[archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md]]	archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md	yes
工作台/条目记录/大丙Linux-039.md	dabing-linux-039	10 基于UDP的套接字通信	章节	大丙Linux	套接字通信	学过	待回看	order: 39	[[archive/大丙Linux教程/第4章 套接字通信/10 基于UDP的套接字通信.md]]	archive/大丙Linux教程/第4章 套接字通信/10 基于UDP的套接字通信.md	yes
工作台/条目记录/大丙Linux-040.md	dabing-linux-040	11 UDP之广播	章节	大丙Linux	套接字通信	学过	待回看	order: 40	[[archive/大丙Linux教程/第4章 套接字通信/11 UDP之广播.md]]	archive/大丙Linux教程/第4章 套接字通信/11 UDP之广播.md	yes
工作台/条目记录/大丙Linux-041.md	dabing-linux-041	12 UDP之组播（多播）	章节	大丙Linux	套接字通信	学过	待回看	order: 41	[[archive/大丙Linux教程/第4章 套接字通信/12 UDP之组播（多播）.md]]	archive/大丙Linux教程/第4章 套接字通信/12 UDP之组播（多播）.md	yes
