domain	path	source_class	register_status	existing_skill_evidence	indexed_only	precise_backlink	category	disposition	claim_code_boundary	size_bytes	sha256_16
rtos-project	projects/RTOS项目/源码/OBJ/heap_4.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	425848	48bc95d4420425c6
rtos-project	projects/RTOS项目/源码/OBJ/iap.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	354801	acdd4f16e6cae80c
rtos-project	projects/RTOS项目/源码/OBJ/iap.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1766	e49cba8d69e1ec1c
rtos-project	projects/RTOS项目/源码/OBJ/iap.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	389816	16fde229601d1e84
rtos-project	projects/RTOS项目/源码/OBJ/inv_mpu.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	400583	c1bf8e3154889ce1
rtos-project	projects/RTOS项目/源码/OBJ/inv_mpu.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2238	7ec86f52af792032
rtos-project	projects/RTOS项目/源码/OBJ/inv_mpu.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	498184	a58707fe29d9ab9f
rtos-project	projects/RTOS项目/源码/OBJ/inv_mpu_dmp_motion_driver.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	408825	5112efc6c46d9bb8
rtos-project	projects/RTOS项目/源码/OBJ/inv_mpu_dmp_motion_driver.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2993	7ec926504a594bba
rtos-project	projects/RTOS项目/源码/OBJ/inv_mpu_dmp_motion_driver.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	470844	782145457c827f34
rtos-project	projects/RTOS项目/源码/OBJ/key.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	388461	1d76341b6e8eeabb
rtos-project	projects/RTOS项目/源码/OBJ/key.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2281	b0d48b8692b73e7f
rtos-project	projects/RTOS项目/源码/OBJ/key.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	428756	9dc478b90de40799
rtos-project	projects/RTOS项目/源码/OBJ/lcd.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	358257	9b6dd31dedebf328
rtos-project	projects/RTOS项目/源码/OBJ/lcd.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1718	1ee4fc2878250c06
rtos-project	projects/RTOS项目/源码/OBJ/lcd.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	406600	e226ed5a77fd49d9
rtos-project	projects/RTOS项目/源码/OBJ/led.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	353651	e83d2939273a79a5
rtos-project	projects/RTOS项目/源码/OBJ/led.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1685	29f6738553b3ddaa
rtos-project	projects/RTOS项目/源码/OBJ/led.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	388536	0ac0e88279b9da11
rtos-project	projects/RTOS项目/源码/OBJ/list.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	382177	1794e7a7b6e5b29a
rtos-project	projects/RTOS项目/源码/OBJ/list.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2276	1cfe606faf119ba4
rtos-project	projects/RTOS项目/源码/OBJ/list.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	416436	459a100c6c1cd07f
rtos-project	projects/RTOS项目/源码/OBJ/liuweilin_liu.dep	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	113883	09723b4c85bd196d
rtos-project	projects/RTOS项目/源码/OBJ/main.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	403781	cc1c11f0f8cae8c5
rtos-project	projects/RTOS项目/源码/OBJ/main.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2750	cea9e1c2b90d730e
rtos-project	projects/RTOS项目/源码/OBJ/main.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	431720	a005fc18cc1f891b
rtos-project	projects/RTOS项目/源码/OBJ/micro_wave_oven.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	369602	6d14c55c67eae89b
rtos-project	projects/RTOS项目/源码/OBJ/micro_wave_oven.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2540	d0cc7e55b6e7cd7e
rtos-project	projects/RTOS项目/源码/OBJ/micro_wave_oven.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	404644	5ee0f01fbb122bb8
rtos-project	projects/RTOS项目/源码/OBJ/misc.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	347510	95c65f876322a92c
rtos-project	projects/RTOS项目/源码/OBJ/misc.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1611	6a64ae957b7a5dbc
rtos-project	projects/RTOS项目/源码/OBJ/misc.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	384560	029ef579e82a8ce6
rtos-project	projects/RTOS项目/源码/OBJ/motor.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	352926	99976260b176d52a
rtos-project	projects/RTOS项目/源码/OBJ/motor.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1698	43e0f73abd237e92
rtos-project	projects/RTOS项目/源码/OBJ/motor.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	401972	623d4d4c193d6937
rtos-project	projects/RTOS项目/源码/OBJ/mpu6050.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	359034	9c2fc52615761c7d
rtos-project	projects/RTOS项目/源码/OBJ/mpu6050.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1938	edbba66d39222a8a
rtos-project	projects/RTOS项目/源码/OBJ/mpu6050.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	406368	b720be83effb182e
rtos-project	projects/RTOS项目/源码/OBJ/mpuiic.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	351104	1825415ec10154fb
rtos-project	projects/RTOS项目/源码/OBJ/mpuiic.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1751	8177d5893f6521cc
rtos-project	projects/RTOS项目/源码/OBJ/mpuiic.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	393956	bdfc8e68c5460e7f
rtos-project	projects/RTOS项目/源码/OBJ/mq2.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	357543	7a6a0f59107b1730
rtos-project	projects/RTOS项目/源码/OBJ/mq2.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1684	d6aaf7e51cb12600
rtos-project	projects/RTOS项目/源码/OBJ/mq2.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	393660	f0e39998445d1015
rtos-project	projects/RTOS项目/源码/OBJ/myiic.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	350983	fe43a82faf2be1d6
rtos-project	projects/RTOS项目/源码/OBJ/myiic.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1708	0534edcfb63b2972
rtos-project	projects/RTOS项目/源码/OBJ/myiic.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	385324	e9ecf071d7a7b13e
rtos-project	projects/RTOS项目/源码/OBJ/os_core.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	390611	01c822ceb29c4414
rtos-project	projects/RTOS项目/源码/OBJ/os_core.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2184	4ab2b07b1e731296
rtos-project	projects/RTOS项目/源码/OBJ/os_core.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	417128	40458ae9b60e823f
rtos-project	projects/RTOS项目/源码/OBJ/os_cpu_a.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	48	1489a893a059134c
rtos-project	projects/RTOS项目/源码/OBJ/os_cpu_a.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2584	018a8a66cb09ea55
rtos-project	projects/RTOS项目/源码/OBJ/os_cpu_c.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	385178	653fb96d8df06fa9
rtos-project	projects/RTOS项目/源码/OBJ/os_cpu_c.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2225	f4d12e3b61613a2d
rtos-project	projects/RTOS项目/源码/OBJ/os_cpu_c.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	404904	4d3872d629d4e384
rtos-project	projects/RTOS项目/源码/OBJ/os_dbg.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	384344	625964b155285ea9
rtos-project	projects/RTOS项目/源码/OBJ/os_dbg.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2140	eb1106de80e83aa9
rtos-project	projects/RTOS项目/源码/OBJ/os_dbg.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	399948	1c5e6536114e609e
rtos-project	projects/RTOS项目/源码/OBJ/os_dbg_r.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	384302	005dae292c85fe1a
rtos-project	projects/RTOS项目/源码/OBJ/os_dbg_r.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2222	a698c02d0854ed9b
rtos-project	projects/RTOS项目/源码/OBJ/os_dbg_r.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	399964	0fd2c873c494b721
rtos-project	projects/RTOS项目/源码/OBJ/os_flag.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	391555	4075aca25aa551bb
rtos-project	projects/RTOS项目/源码/OBJ/os_flag.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2181	dac41628d74c4c22
rtos-project	projects/RTOS项目/源码/OBJ/os_flag.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	413484	869ab955fea0fe79
rtos-project	projects/RTOS项目/源码/OBJ/os_mbox.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	387498	ed9f5f60d23387af
rtos-project	projects/RTOS项目/源码/OBJ/os_mbox.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2181	b4aa9c06f7a5afe8
rtos-project	projects/RTOS项目/源码/OBJ/os_mbox.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	408428	ae7d21f382f10935
rtos-project	projects/RTOS项目/源码/OBJ/os_mem.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	384560	84862e9dc88d79e2
rtos-project	projects/RTOS项目/源码/OBJ/os_mem.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2143	95166c53def5a6e1
rtos-project	projects/RTOS项目/源码/OBJ/os_mem.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	400628	4fef45181f0ccc3c
rtos-project	projects/RTOS项目/源码/OBJ/os_mutex.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	389018	99935063704830a8
rtos-project	projects/RTOS项目/源码/OBJ/os_mutex.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2222	09ea57410289e27b
rtos-project	projects/RTOS项目/源码/OBJ/os_mutex.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	409476	829f4e11e4dee9a4
rtos-project	projects/RTOS项目/源码/OBJ/os_q.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	389304	48e8e9329f05179d
rtos-project	projects/RTOS项目/源码/OBJ/os_q.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2058	13486978e19ab607
rtos-project	projects/RTOS项目/源码/OBJ/os_q.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	411108	47a1a18fde634999
rtos-project	projects/RTOS项目/源码/OBJ/os_sem.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	387315	2a0295238bccf4e7
rtos-project	projects/RTOS项目/源码/OBJ/os_sem.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2140	5d48846e7b95aad7
rtos-project	projects/RTOS项目/源码/OBJ/os_sem.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	408028	f2fc4db87cf69bb8
rtos-project	projects/RTOS项目/源码/OBJ/os_task.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	391035	bda9ef7b56dd6217
rtos-project	projects/RTOS项目/源码/OBJ/os_task.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2181	ce822f6e40169517
rtos-project	projects/RTOS项目/源码/OBJ/os_task.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	414984	8d38a5afa0e26570
rtos-project	projects/RTOS项目/源码/OBJ/os_time.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	385713	a2a870dfbb5d70ca
rtos-project	projects/RTOS项目/源码/OBJ/os_time.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2181	07ad275cb2d1337b
rtos-project	projects/RTOS项目/源码/OBJ/os_time.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	404832	6e67c2337c3b8d7f
rtos-project	projects/RTOS项目/源码/OBJ/os_tmr.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	384679	f4c8d8eebc09488f
rtos-project	projects/RTOS项目/源码/OBJ/os_tmr.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2140	293e63b3be24377a
rtos-project	projects/RTOS项目/源码/OBJ/os_tmr.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	400668	60b717cc3e2535a1
rtos-project	projects/RTOS项目/源码/OBJ/pid.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	349466	b1b1b803852dc331
rtos-project	projects/RTOS项目/源码/OBJ/pid.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1589	23e81058b2eb8fc0
rtos-project	projects/RTOS项目/源码/OBJ/pid.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	386556	b5da45d0f55845e5
rtos-project	projects/RTOS项目/源码/OBJ/port.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	388535	f2210243631d0ac6
rtos-project	projects/RTOS项目/源码/OBJ/port.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2282	1e0af3ccb4861435
rtos-project	projects/RTOS项目/源码/OBJ/port.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	430816	fd8e5d683b5a978f
rtos-project	projects/RTOS项目/源码/OBJ/project_liu.dep	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	85291	007dab0141e62bc2
rtos-project	projects/RTOS项目/源码/OBJ/project_project.dep	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	108616	62ceb051f7602a1b
rtos-project	projects/RTOS项目/源码/OBJ/queue.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	411522	d1a5b220228a84ba
rtos-project	projects/RTOS项目/源码/OBJ/queue.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	2410	2c530b49f3951bbd
rtos-project	projects/RTOS项目/源码/OBJ/queue.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	485252	a163757943908aa0
rtos-project	projects/RTOS项目/源码/OBJ/spi.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	348778	70c3c148868d71b3
rtos-project	projects/RTOS项目/源码/OBJ/spi.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1589	ec284c9b8fe9d887
rtos-project	projects/RTOS项目/源码/OBJ/spi.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	384696	2e5f1ead3a976a83
rtos-project	projects/RTOS项目/源码/OBJ/startup_stm32f10x_hd.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	63	175fd551d8813055
rtos-project	projects/RTOS项目/源码/OBJ/startup_stm32f10x_hd.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	6800	05a3ac24d3931f03
rtos-project	projects/RTOS项目/源码/OBJ/startup_stm32f10x_md.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	63	16f85f46f5a3ca02
rtos-project	projects/RTOS项目/源码/OBJ/startup_stm32f10x_md.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	6028	2504805dbe85bf61
rtos-project	projects/RTOS项目/源码/OBJ/stm32f10x_adc.crf	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	354794	0738659825a08dd0
rtos-project	projects/RTOS项目/源码/OBJ/stm32f10x_adc.d	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	1908	e54dcc66e32eae84
rtos-project	projects/RTOS项目/源码/OBJ/stm32f10x_adc.o	build-artifact	evidence-layer	no	no	none	build-or-evidence-artifact	retain-evidence-no-skill	构建/二进制/列表历史证据；可核对身份/布局，不能证明 Flash、启动或运行	432420	455b4f9deff738e2
