domain	class	status	disposition	confidence	reason	disposition_reason	artifact_refs	path	size_bytes	sha256_16
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-020.png	462386	821126d7483f7e8b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-021.jpg	10550	7beb3b3984a3b424
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-022.png	42863	1e33365fd1e87877
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-023.png	243413	b9f1f19d50f48caf
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-024.png	88499	8188df825a5427cf
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-025.png	296539	23b6e03ebaa93912
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-026.png	131855	a30c888b4521e71c
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-027.png	313609	786b370828a0dc2d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-028.png	176129	cab40527c1eb0871
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-029.png	993599	5d5e201fe70e1fde
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-030.png	352407	49387271a2b74873
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-031.png	513489	ddce211deb7cb6a7
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-032.png	901890	fe68e403ba6e0b86
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.3 多线程冲突了怎么办？/img-033.png	603939	ebb2a3ac7c69d9b6
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.4 怎么避免死锁？/img-001.png	29265	2e838d95d3e94bb3
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.4 怎么避免死锁？/img-002.png	38829	1e65200f6f297a8d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.4 怎么避免死锁？/img-003.png	34394	e1141961f6b57e2b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.4 怎么避免死锁？/img-004.png	28329	fc2cbe6eb3fb60c4
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.4 怎么避免死锁？/img-005.png	29309	849d795ee00eb35c
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.5 什么是悲观锁、乐观锁？/img-001.jpg	19799	07472d31fafbda76
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.5 什么是悲观锁、乐观锁？/img-002.png	48180	5963066fe118ef2b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.5 什么是悲观锁、乐观锁？/img-003.png	78651	f2102d7f2bb3031d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.5 什么是悲观锁、乐观锁？/img-004.png	98358	f2ea9897666f7cad
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.5 什么是悲观锁、乐观锁？/img-005.png	111537	299092c44309e9fb
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-001.png	315433	61d05aca5f309c30
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-002.png	416349	807ad3cdb0b033a4
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-003.png	82475	d9b255f2183fae3a
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-004.png	108694	01e2f0caa4c34c3e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-005.png	192054	f37344b6a8d2318e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-006.png	55765	2bc8af5206cbbcf7
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-007.png	42831	e32784e731c12ff9
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-008.png	27285	63635e890e6b6c34
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-009.png	44060	8dc0204652c0081c
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-010.png	16086	8a12a1d2da2a70ec
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.6 一个进程最多可以创建多少个线程？/img-011.png	99640	451efad3de1de736
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.7 线程崩溃了，进程也会崩溃吗？/img-001.png	92620	5eee7672824e2eff
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.7 线程崩溃了，进程也会崩溃吗？/img-002.jpg	25356	6aa08ef46703c174
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.7 线程崩溃了，进程也会崩溃吗？/img-003.jpg	44402	0bb964372781e7a2
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.7 线程崩溃了，进程也会崩溃吗？/img-004.jpg	25965	f3740b8a806e2734
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.7 线程崩溃了，进程也会崩溃吗？/img-005.jpg	22718	131db081168a8b59
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/05｜进程管理篇-5.7 线程崩溃了，进程也会崩溃吗？/img-006.jpg	54230	52f6892ef9ea7818
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-001.png	284530	276170d5115ebc92
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-002.png	9931	024f19b166c88f34
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-003.png	14577	7cf9b9bbce7cec9b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-004.png	16341	3ebf1d4140ac1895
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-005.png	23253	f7de721dff43dfad
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-006.png	55460	e235f5953e798951
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-007.png	98098	6485dbabced2a968
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-008.png	26086	e52c37da923df32f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-009.png	234745	2032057e7493b1af
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-010.png	128596	41b4ec6af415fa6d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-011.png	87598	f82c839ebee51152
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-012.png	91117	2701e5ccf94e0f0f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-013.png	150956	c7394f938a7eb110
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-014.jpg	91928	00b06ad909d9f562
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-015.png	60289	b8c89887a11299bc
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-016.png	54741	1c386d01bd16eeb9
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-017.png	59708	1c06f5d18d0c155b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-018.png	57935	3d90a4e18b9dcb04
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-019.png	97199	28ca167d10b0a512
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/06｜调度算法篇-6.1 进程调度-页面置换-磁盘调度算法/img-020.png	90974	0e7aad7d6b68784b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-001.png	60830	8c60b2f39d9b2e52
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-002.png	99430	68f49defaea6a24d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-003.png	115010	7b8d3686a14f73f4
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-004.png	32023	01a98273c513a46d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-005.png	4804	077e088d9710b570
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-006.png	9440	b2bca57748373a5f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-007.png	94239	538c0281d3d03ee3
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-008.png	9404	f22a639298bd3cac
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-009.png	35894	ea8cd3a22aea486d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-010.png	45538	10112acde2d00799
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-011.png	24171	74b9bc201e10436b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-012.png	35477	664b0f00f1b41830
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-013.png	128385	0c15574f3fb32110
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-014.png	121847	73253f2a2f9815c9
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-015.png	136124	35db0ce43f113d1f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-016.png	10982	e3b4a40396c3189d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-017.png	52099	d39a16655e4331c2
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-018.png	794667	1a0145d12389c9cd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-019.png	41596	6e7dee54a2fbb906
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-020.png	55566	89387901c8aeb664
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-021.png	13585	21d0514cd8826bc3
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-022.png	29591	7248aa0418bc1a77
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-023.png	57971	901eb1b173ea9670
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-024.png	44957	eb4bc1f83cbf1ff8
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.1 文件系统全家桶/img-025.png	33923	484f7461318fad05
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-001 3.jpg	66864	c8f58f0b5d1cbaef
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-001.jpg	66864	c8f58f0b5d1cbaef
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-002.png	61497	f4225059b9028dd8
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-003 3.jpg	56954	3764d333b3a97e91
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-003.jpg	56954	3764d333b3a97e91
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-004 3.jpg	28497	1d69f4a1a00d5a36
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-004.jpg	28497	1d69f4a1a00d5a36
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-005 3.jpg	49452	75e87603a6252ea3
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-005.jpg	49452	75e87603a6252ea3
