skill	symbol	status	matched_source_files
linux-ebpf-map-counter-contract	fallback_order	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.1 外碎片化事件采集.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.3 核心难点精讲.md;projects/Linux物理内存检测项目/源码/exfrag.py;projects/Linux物理内存检测项目/源码/extfraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-fd-process-io-debugging	open	exact	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md;archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md;archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md
linux-fd-process-io-debugging	close	exact	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md;archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md
linux-fd-process-io-debugging	dup	exact	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-fd-process-io-debugging	dup2	exact	archive/大丙Linux教程/第2章 文件IO/04 文件描述符复制和重定向.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-fd-process-io-debugging	fork	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md
linux-fd-process-io-debugging	exec	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-fd-process-io-debugging	pipe	exact	archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-fd-process-io-debugging	mmap	exact	archive/大丙Linux教程/第2章 文件IO/01 文件描述符.md;archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md;archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-fd-process-io-debugging	munmap	exact	archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md
linux-fd-process-io-debugging	shmget	exact	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-fd-process-io-debugging	shmat	exact	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-fd-process-io-debugging	pthread_mutex	exact	archive/大丙Linux教程/第3章 进程和线程/08 线程同步.md
linux-file-persistence-crash-consistency	write	exact	projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.1 文件系统全家桶.md;projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？.md;projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/09 嵌入式Linux应用.md
linux-file-persistence-crash-consistency	fsync	exact	projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？.md
linux-file-persistence-crash-consistency	fdatasync	exact	projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？.md
linux-file-persistence-crash-consistency	sync	exact	projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.1 文件系统全家桶.md;projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？.md;projects/嵌入式八股/糯叽叽八股/09 嵌入式Linux应用.md
linux-file-persistence-crash-consistency	Page Cache	exact	projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？.md
linux-file-persistence-crash-consistency	write-back	exact	projects/嵌入式八股/2. 小林图解/图解系统/07｜文件系统篇/7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？.md
linux-file-persistence-crash-consistency	dirty page	review-label	
linux-memory-ebpf-pipeline	BPF	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.1 eBPF与BCC技术栈.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.2 内核态eBPF程序设计.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.3 用户态Python架构.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.1 tracepoint探针机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.2 kprobe动态插桩技术.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.3 BPF map通信机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.1 curses终端可视化实现.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.2 性能优化与采样控制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.3 数据解析与格式化输出.md;projects/Linux物理内存检测项目/源码/exfrag.py;projects/Linux物理内存检测项目/源码/extfraginfo.c;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-ebpf-pipeline	TRACEPOINT_PROBE	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.2 内核态eBPF程序设计.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.1 tracepoint探针机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.2 性能优化与采样控制.md;projects/Linux物理内存检测项目/源码/extfraginfo.c
linux-memory-ebpf-pipeline	kprobe__get_page_from_freelist	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.1 eBPF与BCC技术栈.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.2 内核态eBPF程序设计.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.2 kprobe动态插桩技术.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.2 性能优化与采样控制.md;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-ebpf-pipeline	counts_map	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.1 eBPF与BCC技术栈.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.2 内核态eBPF程序设计.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.3 用户态Python架构.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.1 tracepoint探针机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.3 BPF map通信机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.2 性能优化与采样控制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.3 数据解析与格式化输出.md;projects/Linux物理内存检测项目/源码/exfrag.py;projects/Linux物理内存检测项目/源码/extfraginfo.c
linux-memory-ebpf-pipeline	zone_map	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.1 eBPF与BCC技术栈.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.2 内核态eBPF程序设计.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.3 用户态Python架构.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.2 kprobe动态插桩技术.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.3 BPF map通信机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.2 性能优化与采样控制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.3 数据解析与格式化输出.md;projects/Linux物理内存检测项目/源码/exfrag.py;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-ebpf-pipeline	last_time_map	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.1 eBPF与BCC技术栈.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.2 内核态eBPF程序设计.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.1 核心技术架构/3.1.3 用户态Python架构.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.1 tracepoint探针机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.2 kprobe动态插桩技术.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.3 eBPF程序深度解析/3.3.3 BPF map通信机制.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.5 用户态展示与优化/3.5.2 性能优化与采样控制.md;projects/Linux物理内存检测项目/源码/extfraginfo.c;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-fastpath-observation-contract	kprobe__get_page_from_freelist	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-fastpath-observation-contract	struct alloc_context	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-fastpath-observation-contract	fill_contig_page_info	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-fastpath-observation-contract	pgdat_map	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-fastpath-observation-contract	zone_map	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-fastpath-observation-contract	unusable_free_index	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.3 核心难点精讲.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-fastpath-observation-contract	__fragmentation_index	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/源码/fraginfo.c;projects/Linux物理内存检测项目/项目完整代码流程详解.md
linux-memory-source-audit	extfraginfo.c	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/源码/exfrag.py
linux-memory-source-audit	fraginfo.c	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/源码/exfrag.py
linux-memory-source-audit	exfrag.py	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.3 实战重构与面试追问.md
linux-memory-source-audit	exfrag_user.py	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md
linux-memory-source-audit	last_time_map	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/源码/extfraginfo.c;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-source-audit	current_time	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/源码/exfrag_user.py;projects/Linux物理内存检测项目/源码/extfraginfo.c;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-source-audit	counts_map	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/源码/exfrag.py;projects/Linux物理内存检测项目/源码/extfraginfo.c
linux-memory-source-audit	TRACEPOINT_PROBE	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/源码/extfraginfo.c
linux-memory-source-audit	kprobe__get_page_from_freelist	exact	projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-source-audit	fill_contig_page_info	exact	projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-source-audit	unusable_free_index	exact	projects/Linux物理内存检测项目/源码/fraginfo.c
linux-memory-source-audit	__fragmentation_index	exact	projects/Linux物理内存检测项目/源码/fraginfo.c
linux-process-signal-daemon-lifecycle	fork	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md;archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	exec	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-process-signal-daemon-lifecycle	execl	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-process-signal-daemon-lifecycle	execlp	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md
linux-process-signal-daemon-lifecycle	wait	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	waitpid	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	kill	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md;archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	sigaction	exact	archive/大丙Linux教程/第3章 进程和线程/05 信号.md;archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	SIGCHLD	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	SIGTERM	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	SIGKILL	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	sigprocmask	exact	archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	sigpending	exact	archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	setsid	exact	archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	chdir	exact	archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	umask	exact	archive/大丙Linux教程/第3章 进程和线程/01 进程控制.md;archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	dup2	exact	archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/06 守护进程.md
linux-process-signal-daemon-lifecycle	pipe	exact	archive/大丙Linux教程/第3章 进程和线程/02 管道.md;archive/大丙Linux教程/第3章 进程和线程/05 信号.md
linux-process-signal-daemon-lifecycle	mmap	exact	archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md;archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-process-signal-daemon-lifecycle	munmap	exact	archive/大丙Linux教程/第3章 进程和线程/03 内存映射区.md
linux-process-signal-daemon-lifecycle	shmget	exact	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-process-signal-daemon-lifecycle	shmat	exact	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-process-signal-daemon-lifecycle	shmdt	exact	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-process-signal-daemon-lifecycle	shmctl	exact	archive/大丙Linux教程/第3章 进程和线程/04 共享内存.md
linux-rx-napi-path-diagnosis	DMA	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md;projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md;projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	Ring Buffer	exact	projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md;projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md
linux-rx-napi-path-diagnosis	hardware interrupt	review-label	
linux-rx-napi-path-diagnosis	ISR	exact	projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	NAPI	exact	projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md
linux-rx-napi-path-diagnosis	poll	exact	projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md;projects/嵌入式八股/糯叽叽八股/05 计算机网络.md;projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	softirq	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md
linux-rx-napi-path-diagnosis	NET_RX	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md
linux-rx-napi-path-diagnosis	NET_TX	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md
linux-rx-napi-path-diagnosis	ksoftirqd/CPU	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md
linux-rx-napi-path-diagnosis	/proc/interrupts	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md;projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	/proc/softirqs	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md
linux-rx-napi-path-diagnosis	struct sk_buff	exact	projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md
linux-rx-napi-path-diagnosis	TCP	exact	projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md;projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md;projects/嵌入式八股/糯叽叽八股/05 计算机网络.md
linux-rx-napi-path-diagnosis	UDP	exact	projects/嵌入式八股/2. 小林图解/图解系统/99｜附录/Linux 系统是如何收发网络包的？.md;projects/嵌入式八股/糯叽叽八股/05 计算机网络.md
linux-rx-napi-path-diagnosis	four-tuple	review-label	
linux-rx-napi-path-diagnosis	Socket receive buffer	review-label	
linux-rx-napi-path-diagnosis	ip	exact	projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md;projects/嵌入式八股/糯叽叽八股/05 计算机网络.md
linux-rx-napi-path-diagnosis	ifconfig	exact	projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md
linux-rx-napi-path-diagnosis	ss	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md;projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md;projects/嵌入式八股/糯叽叽八股/05 计算机网络.md;projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	netstat	exact	projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md
linux-rx-napi-path-diagnosis	sar -n DEV	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md;projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md
linux-rx-napi-path-diagnosis	tcpdump	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.6 什么是软中断？.md
linux-rx-napi-path-diagnosis	ethtool	exact	projects/嵌入式八股/2. 小林图解/图解系统/10｜Linux 命令篇/10.1 如何查看网络的性能指标？.md
linux-rx-napi-path-diagnosis	request_irq	exact	projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	irqreturn_t	exact	projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	tasklet_schedule	exact	projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	queue_work	exact	projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-rx-napi-path-diagnosis	GFP_ATOMIC	exact	projects/嵌入式八股/糯叽叽八股/10 嵌入式Linux驱动.md
linux-socket-multiplexing-design	socket	exact	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md;archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md;archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	bind	exact	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md;archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md;archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	listen	exact	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md;archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md;archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	accept	exact	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md;archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md;archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	recv	exact	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md;archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md;archive/大丙Linux教程/第4章 套接字通信/05 TCP数据粘包的处理.md;archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	send	exact	archive/大丙Linux教程/第4章 套接字通信/01 套接字 socket.md;archive/大丙Linux教程/第4章 套接字通信/04 服务器并发.md;archive/大丙Linux教程/第4章 套接字通信/05 TCP数据粘包的处理.md;archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	select	exact	archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	poll	exact	archive/大丙Linux教程/第4章 套接字通信/07 IO多路转接（复用）之select.md;archive/大丙Linux教程/第4章 套接字通信/08 IO多路转接（复用）之poll.md;archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	epoll_create	exact	archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	epoll_ctl	exact	archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-socket-multiplexing-design	epoll_wait	exact	archive/大丙Linux教程/第4章 套接字通信/09 IO多路转接（复用）之epoll.md
linux-tcp-loss-path-diagnosis	SYN	exact	projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.12 TCP 连接，一端断电和进程崩溃有什么区别？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.21 没有 accept，能建立 TCP 连接吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.22 用了 TCP 协议，数据一定不会丢吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.3 TCP 实战抓包分析.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.4 TCP 半连接队列和全连接队列.md
linux-tcp-loss-path-diagnosis	SYN+ACK	exact	projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.21 没有 accept，能建立 TCP 连接吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.4 TCP 半连接队列和全连接队列.md
linux-tcp-loss-path-diagnosis	ACK	exact	projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.13 拔掉网线后， 原本的 TCP 连接还存在吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.21 没有 accept，能建立 TCP 连接吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.3 TCP 实战抓包分析.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.4 TCP 半连接队列和全连接队列.md
linux-tcp-loss-path-diagnosis	listen	exact	projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.21 没有 accept，能建立 TCP 连接吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.22 用了 TCP 协议，数据一定不会丢吗？.md;projects/嵌入式八股/2. 小林图解/图解网络/04｜传输层篇/4.4 TCP 半连接队列和全连接队列.md
